Well_ID	Date	Gas_Rate
CR-1001D	2014-01-01 00:00:00	87666728
CR-1001D	2014-02-01 00:00:00	88232008
CR-1001D	2014-03-01 00:00:00	91912992
CR-1001D	2014-04-01 00:00:00	91926944
CR-1001D	2014-05-01 00:00:00	97244672
CR-1001D	2014-06-01 00:00:00	101379984
CR-1001D	2014-07-01 00:00:00	102545440
CR-1001D	2014-08-01 00:00:00	98808400
CR-1001D	2014-09-01 00:00:00	91520464
CR-1001D	2014-10-01 00:00:00	92357408
CR-1001D	2014-11-01 00:00:00	94663512
CR-1001D	2014-12-01 00:00:00	99279080
CR-1001D	2015-01-01 00:00:00	61700360
CR-1001D	2015-02-01 00:00:00	32820742
CR-1001D	2015-03-01 00:00:00	97907632
CR-1001D	2015-04-01 00:00:00	93297040
CR-1001D	2015-05-01 00:00:00	88869008
CR-1001D	2015-06-01 00:00:00	81718328
CR-1001D	2015-07-01 00:00:00	95673624
CR-1001D	2015-08-01 00:00:00	73128664
CR-1001D	2015-09-01 00:00:00	89499720
CR-1001D	2015-10-01 00:00:00	84291200
CR-1001D	2015-11-01 00:00:00	89186200
CR-1001D	2015-12-01 00:00:00	84701048
CR-1001D	2016-01-01 00:00:00	83229672
CR-1001D	2016-02-01 00:00:00	49539316
CR-1001D	2016-03-01 00:00:00	78940560
CR-1001D	2016-04-01 00:00:00	84604184
CR-1001D	2016-05-01 00:00:00	85103560
CR-1001D	2016-06-01 00:00:00	87975536
CR-1001D	2016-07-01 00:00:00	75848688
CR-1001D	2016-08-01 00:00:00	80281112
CR-1001D	2016-09-01 00:00:00	86075184
CR-1001D	2016-10-01 00:00:00	73537560
CR-1001D	2016-11-01 00:00:00	84391032
CR-1001D	2016-12-01 00:00:00	85213032
CR-1001D	2017-01-01 00:00:00	82254184
CR-1001D	2017-02-01 00:00:00	89991104
CR-1001D	2017-03-01 00:00:00	85829432
CR-1001D	2017-04-01 00:00:00	73806776
CR-1001D	2017-05-01 00:00:00	81598072
CR-1001D	2017-06-01 00:00:00	15039399
CR-1001D	2017-07-01 00:00:00	486603.25
CR-1001D	2017-08-01 00:00:00	42903144
CR-1001D	2017-09-01 00:00:00	45131864
CR-1001D	2017-10-01 00:00:00	39492940
CR-1001D	2017-11-01 00:00:00	54470660
CR-1001D	2017-12-01 00:00:00	56433244
CR-1001D	2018-01-01 00:00:00	57670768
CR-1001D	2018-02-01 00:00:00	58344604
CR-1001D	2018-03-01 00:00:00	34532036
CR-1001D	2018-04-01 00:00:00	50757896
CR-1001D	2018-05-01 00:00:00	64889956
CR-1001D	2018-06-01 00:00:00	103037120
CR-1001D	2018-07-01 00:00:00	100957872
CR-1001D	2018-08-01 00:00:00	86111040
CR-1001D	2018-09-01 00:00:00	91609936
CR-1001D	2018-10-01 00:00:00	98237800
CR-1001D	2018-11-01 00:00:00	88415032
CR-1001D	2018-12-01 00:00:00	96276296
CR-1001D	2019-01-01 00:00:00	88810864
CR-1001D	2019-02-01 00:00:00	90285856
CR-1001D	2019-03-01 00:00:00	87985232
CR-1001D	2019-04-01 00:00:00	79535624
CR-1001D	2019-05-01 00:00:00	44688548
CR-1001D	2019-06-01 00:00:00	58745552
CR-1001D	2019-07-01 00:00:00	90593736
CR-1001D	2019-08-01 00:00:00	88248696
CR-1001D	2019-09-01 00:00:00	76873080
CR-1001D	2019-10-01 00:00:00	82499216
CR-1001D	2019-11-01 00:00:00	80338184
CR-1001D	2019-12-01 00:00:00	80294880
CR-1001D	2020-01-01 00:00:00	75381424
CR-1001D	2020-02-01 00:00:00	75600144
CR-1001D	2020-03-01 00:00:00	42204392
CR-1001D	2020-04-01 00:00:00	96883496
CR-1001D	2020-05-01 00:00:00	60498148
CR-1001D	2020-06-01 00:00:00	67918408
CR-1001D	2020-07-01 00:00:00	90337808
CR-1001D	2020-08-01 00:00:00	86410360
CR-1001D	2020-09-01 00:00:00	97369840
CR-1001D	2020-10-01 00:00:00	105716832
CR-1001D	2020-11-01 00:00:00	102423080
CR-1001D	2020-12-01 00:00:00	102175176
CR-1001D	2021-01-01 00:00:00	100051016
CR-1001D	2021-02-01 00:00:00	94164136
CR-1001D	2021-03-01 00:00:00	97274640
CR-1001D	2021-04-01 00:00:00	70359696
CR-1001D	2021-05-01 00:00:00	85587216
CR-1001D	2021-06-01 00:00:00	97963536
CR-1001D	2021-07-01 00:00:00	98038008
CR-1001D	2021-08-01 00:00:00	96546824
CR-1001D	2021-09-01 00:00:00	100892624
CR-1001D	2021-10-01 00:00:00	110868680
CR-1001D	2021-11-01 00:00:00	103304800
CR-1001D	2021-12-01 00:00:00	104861664
CR-1001D	2022-01-01 00:00:00	108095608
CR-1001D	2022-02-01 00:00:00	108660040
CR-1001D	2022-03-01 00:00:00	95914352
CR-1001D	2022-04-01 00:00:00	98831024
CR-1001D	2022-05-01 00:00:00	96466112
CR-1001D	2022-06-01 00:00:00	98748976
CR-1001D	2022-07-01 00:00:00	100162784
CR-1001D	2022-08-01 00:00:00	102111400
CR-1001D	2022-09-01 00:00:00	104286664
CR-1001D	2022-10-01 00:00:00	103920144
CR-1001D	2022-11-01 00:00:00	103751104
CR-1001D	2022-12-01 00:00:00	103822288
CR-1001D	2023-01-01 00:00:00	103542840
CR-1001D	2023-02-01 00:00:00	104902664
CR-1001D	2023-03-01 00:00:00	104604352
CR-1001D	2023-04-01 00:00:00	104376776
CR-1001D	2023-05-01 00:00:00	104189408
CR-1001D	2023-06-01 00:00:00	103968448
CR-1001D	2023-07-01 00:00:00	103663328
CR-1001D	2023-08-01 00:00:00	103258000
CR-1001D	2023-09-01 00:00:00	103047008
CR-1001D	2023-10-01 00:00:00	102874616
CR-1001D	2023-11-01 00:00:00	102665672
CR-1001D	2023-12-01 00:00:00	102421440
CR-1001D	2024-01-01 00:00:00	102270240
CR-1001D	2024-02-01 00:00:00	102059424
CR-1001D	2024-03-01 00:00:00	101648392
CR-1001D	2024-04-01 00:00:00	101822008
CR-1001D	2024-05-01 00:00:00	101574776
CR-1001D	2024-06-01 00:00:00	101558200
CR-1001D	2024-07-01 00:00:00	101590232
CR-1001D	2024-08-01 00:00:00	101494592
CR-1001D	2024-09-01 00:00:00	101517240
CR-1001D	2024-10-01 00:00:00	101226416
CR-1001D	2024-11-01 00:00:00	100763512
CR-1001D	2024-12-01 00:00:00	101066736
CR-1001D	2025-01-01 00:00:00	101021712
CR-1001D	2025-02-01 00:00:00	100638568
CR-1001D	2025-03-01 00:00:00	100542696
CR-1001D	2025-04-01 00:00:00	100215952
CR-1001D	2025-05-01 00:00:00	99994784
CR-1001D	2025-06-01 00:00:00	99582272
CR-1001D	2025-07-01 00:00:00	99209984
CR-1001D	2025-08-01 00:00:00	98795672
CR-1001D	2025-09-01 00:00:00	98467536
CR-1001D	2025-10-01 00:00:00	98063776
CR-1001D	2025-11-01 00:00:00	97925064
CR-1001D	2025-12-01 00:00:00	97810624
CR-1001D	2026-01-01 00:00:00	97698752
CR-1001D	2026-02-01 00:00:00	97392912
CR-1001D	2026-03-01 00:00:00	97083536
CR-1001D	2026-04-01 00:00:00	96863976
CR-1001D	2026-05-01 00:00:00	96656064
CR-1001D	2026-06-01 00:00:00	96495472
CR-1001D	2026-07-01 00:00:00	96393264
CR-1001D	2026-08-01 00:00:00	96162976
CR-1001D	2026-09-01 00:00:00	94953000
CR-1001D	2026-10-01 00:00:00	93743160
CR-1001D	2026-11-01 00:00:00	92717480
CR-1001D	2026-12-01 00:00:00	91701976
CR-1001D	2027-01-01 00:00:00	90760448
CR-1001D	2027-02-01 00:00:00	89829480
CR-1001D	2027-03-01 00:00:00	90438320
CR-1001D	2027-04-01 00:00:00	91387504
CR-1001D	2027-05-01 00:00:00	94504504
CR-1001D	2027-06-01 00:00:00	94272784
CR-1001D	2027-07-01 00:00:00	94296032
CR-1001D	2027-08-01 00:00:00	94223736
CR-1001D	2027-09-01 00:00:00	94072720
CR-1001D	2027-10-01 00:00:00	93877776
CR-1001D	2027-11-01 00:00:00	93675616
CR-1001D	2027-12-01 00:00:00	93434248
CR-1001D	2028-01-01 00:00:00	93399656
CR-1001D	2028-02-01 00:00:00	94557392
CR-1001D	2028-03-01 00:00:00	94344272
CR-1001D	2028-04-01 00:00:00	94209480
CR-1001D	2028-05-01 00:00:00	94227536
CR-1001D	2028-06-01 00:00:00	93969224
CR-1001D	2028-07-01 00:00:00	93677176
CR-1001D	2028-08-01 00:00:00	93391832
CR-1001D	2028-09-01 00:00:00	93086648
CR-1001D	2028-10-01 00:00:00	92743800
CR-1001D	2028-11-01 00:00:00	92462352
CR-1001D	2028-12-01 00:00:00	91880160
CR-1001D	2029-01-01 00:00:00	91094360
CR-1001D	2029-02-01 00:00:00	90230792
CR-1001D	2029-03-01 00:00:00	89401760
CR-1001D	2029-04-01 00:00:00	88622208
CR-1001D	2029-05-01 00:00:00	87741984
CR-1001D	2029-06-01 00:00:00	86924000
CR-1001D	2029-07-01 00:00:00	86101904
CR-1001D	2029-08-01 00:00:00	85329800
CR-1001D	2029-09-01 00:00:00	84554536
CR-1001D	2029-10-01 00:00:00	83835376
CR-1001D	2029-11-01 00:00:00	83061696
CR-1001D	2029-12-01 00:00:00	82291464
CR-1001D	2030-01-01 00:00:00	81550216
CR-1001D	2030-02-01 00:00:00	80796496
CR-1001D	2030-03-01 00:00:00	80062584
CR-1001D	2030-04-01 00:00:00	79421176
CR-1001D	2030-05-01 00:00:00	78730368
CR-1001D	2030-06-01 00:00:00	78069864
CR-1001D	2030-07-01 00:00:00	77398232
CR-1001D	2030-08-01 00:00:00	79083208
CR-1001D	2030-09-01 00:00:00	79001912
CR-1001D	2030-10-01 00:00:00	78120360
CR-1001D	2030-11-01 00:00:00	77506432
CR-1001D	2030-12-01 00:00:00	76898856
CR-1001D	2031-01-01 00:00:00	76265112
CR-1001D	2031-02-01 00:00:00	75591760
CR-1001D	2031-03-01 00:00:00	74837184
CR-1001D	2031-04-01 00:00:00	74156376
CR-1001D	2031-05-01 00:00:00	73402208
CR-1001D	2031-06-01 00:00:00	72665376
CR-1001D	2031-07-01 00:00:00	71959824
CR-1001D	2031-08-01 00:00:00	71264168
CR-1001D	2031-09-01 00:00:00	70452352
CR-1001D	2031-10-01 00:00:00	69680184
CR-1001D	2031-11-01 00:00:00	68963720
CR-1001D	2031-12-01 00:00:00	68254384
CR-1001D	2032-01-01 00:00:00	67591600
CR-1001D	2032-02-01 00:00:00	66910708
CR-1001D	2032-03-01 00:00:00	66277160
CR-1001D	2032-04-01 00:00:00	65600048
CR-1001D	2032-05-01 00:00:00	64900888
CR-1001D	2032-06-01 00:00:00	64234832
CR-1001D	2032-07-01 00:00:00	63577564
CR-1001D	2032-08-01 00:00:00	62957516
CR-1001D	2032-09-01 00:00:00	62314340
CR-1001D	2032-10-01 00:00:00	61744976
CR-1001D	2032-11-01 00:00:00	61172796
CR-1001D	2032-12-01 00:00:00	60610152
CR-1001D	2033-01-01 00:00:00	60095160
CR-1001D	2033-02-01 00:00:00	59569396
CR-1001D	2033-03-01 00:00:00	61246100
CR-1001D	2033-04-01 00:00:00	61106308
CR-1001D	2033-05-01 00:00:00	61008520
CR-1001D	2033-06-01 00:00:00	60376528
CR-1001D	2033-07-01 00:00:00	59824336
CR-1001D	2033-08-01 00:00:00	59264304
CR-1001D	2033-09-01 00:00:00	58694012
CR-1001D	2033-10-01 00:00:00	58124172
CR-1001D	2033-11-01 00:00:00	57576256
CR-1001D	2033-12-01 00:00:00	57026164
CR-1001D	2034-01-01 00:00:00	56506672
CR-1001D	2034-02-01 00:00:00	55971256
CR-1001D	2034-03-01 00:00:00	55450536
CR-1001D	2034-04-01 00:00:00	54989664
CR-1001D	2034-05-01 00:00:00	54403960
CR-1001D	2034-06-01 00:00:00	53665352
CR-1001D	2034-07-01 00:00:00	52964020
CR-1001D	2034-08-01 00:00:00	54628492
CR-1001D	2034-09-01 00:00:00	54270940
CR-1001D	2034-10-01 00:00:00	53891804
CR-1001D	2034-11-01 00:00:00	53714456
CR-1001D	2034-12-01 00:00:00	52955832
CR-1001D	2035-01-01 00:00:00	52371248
CR-1001D	2035-02-01 00:00:00	51800724
CR-1001D	2035-03-01 00:00:00	51259100
CR-1001D	2035-04-01 00:00:00	50808440
CR-1001D	2035-05-01 00:00:00	50304080
CR-1001D	2035-06-01 00:00:00	49835972
CR-1001D	2035-07-01 00:00:00	49364052
CR-1001D	2035-08-01 00:00:00	48930396
CR-1001D	2035-09-01 00:00:00	48500896
CR-1001D	2035-10-01 00:00:00	48057580
CR-1001D	2035-11-01 00:00:00	47628416
CR-1001D	2035-12-01 00:00:00	47191580
CR-1001D	2036-01-01 00:00:00	46783532
CR-1001D	2036-02-01 00:00:00	46362584
CR-1001D	2036-03-01 00:00:00	45900820
CR-1001D	2036-04-01 00:00:00	47900288
CR-1001D	2036-05-01 00:00:00	47532968
CR-1001D	2036-06-01 00:00:00	47191028
CR-1001D	2036-07-01 00:00:00	46818996
CR-1001D	2036-08-01 00:00:00	46294216
CR-1001D	2036-09-01 00:00:00	45772888
CR-1001D	2036-10-01 00:00:00	45272972
CR-1001D	2036-11-01 00:00:00	44787200
CR-1001D	2036-12-01 00:00:00	44301236
CR-1001D	2037-01-01 00:00:00	43835572
CR-1001D	2037-02-01 00:00:00	43366792
CR-1001D	2037-03-01 00:00:00	42899204
CR-1001D	2037-04-01 00:00:00	42467388
CR-1001D	2037-05-01 00:00:00	41993164
CR-1001D	2037-06-01 00:00:00	41539952
CR-1001D	2037-07-01 00:00:00	41064932
CR-1001D	2037-08-01 00:00:00	40617488
CR-1001D	2037-09-01 00:00:00	40175388
CR-1001D	2037-10-01 00:00:00	39747520
CR-1001D	2037-11-01 00:00:00	39339952
CR-1001D	2037-12-01 00:00:00	41246100
CR-1001D	2038-01-01 00:00:00	40894436
CR-1001D	2038-02-01 00:00:00	40679520
CR-1001D	2038-03-01 00:00:00	40199568
CR-1001D	2038-04-01 00:00:00	39872308
CR-1001D	2038-05-01 00:00:00	39471544
CR-1001D	2038-06-01 00:00:00	39085036
CR-1001D	2038-07-01 00:00:00	38694884
CR-1001D	2038-08-01 00:00:00	38331000
CR-1001D	2038-09-01 00:00:00	37959132
CR-1001D	2038-10-01 00:00:00	37600308
CR-1001D	2038-11-01 00:00:00	37247440
CR-1001D	2038-12-01 00:00:00	36883048
CR-1001D	2039-01-01 00:00:00	36538860
CR-1001D	2039-02-01 00:00:00	36191144
CR-1001D	2039-03-01 00:00:00	35840656
CR-1001D	2039-04-01 00:00:00	35523636
CR-1001D	2039-05-01 00:00:00	35165404
CR-1001D	2039-06-01 00:00:00	34814352
CR-1001D	2039-07-01 00:00:00	34458236
CR-1001D	2039-08-01 00:00:00	34116068
CR-1001D	2039-09-01 00:00:00	33763796
CR-1001D	2039-10-01 00:00:00	35897004
CR-1001D	2039-11-01 00:00:00	37632756
CR-1001D	2039-12-01 00:00:00	36942540
CR-1001D	2040-01-01 00:00:00	36402496
CR-1001D	2040-02-01 00:00:00	35924960
CR-1001D	2040-03-01 00:00:00	35475256
CR-1001D	2040-04-01 00:00:00	35074564
CR-1001D	2040-05-01 00:00:00	34629000
CR-1001D	2040-06-01 00:00:00	34215860
CR-1001D	2040-07-01 00:00:00	33835112
CR-1001D	2040-08-01 00:00:00	33493662
CR-1001D	2040-09-01 00:00:00	33161390
CR-1001D	2040-10-01 00:00:00	32852530
CR-1001D	2040-11-01 00:00:00	32572766
CR-1001D	2040-12-01 00:00:00	32306816
CR-1001D	2041-01-01 00:00:00	32067544
CR-1002D	2004-05-01 00:00:00	0
CR-1002D	2004-06-01 00:00:00	0
CR-1002D	2004-07-01 00:00:00	0
CR-1002D	2004-08-01 00:00:00	0
CR-1002D	2004-09-01 00:00:00	0
CR-1002D	2004-10-01 00:00:00	0
CR-1002D	2004-11-01 00:00:00	0
CR-1002D	2004-12-01 00:00:00	0
CR-1002D	2005-01-01 00:00:00	0
CR-1002D	2005-02-01 00:00:00	0
CR-1002D	2005-03-01 00:00:00	0
CR-1002D	2005-04-01 00:00:00	0
CR-1002D	2005-05-01 00:00:00	0
CR-1002D	2005-06-01 00:00:00	0
CR-1002D	2005-07-01 00:00:00	0
CR-1002D	2005-08-01 00:00:00	0
CR-1002D	2005-09-01 00:00:00	0
CR-1002D	2005-10-01 00:00:00	0
CR-1002D	2005-11-01 00:00:00	0
CR-1002D	2005-12-01 00:00:00	0
CR-1002D	2006-01-01 00:00:00	0
CR-1002D	2006-02-01 00:00:00	0
CR-1002D	2006-03-01 00:00:00	0
CR-1002D	2006-04-01 00:00:00	0
CR-1002D	2006-05-01 00:00:00	0
CR-1002D	2006-06-01 00:00:00	0
CR-1002D	2006-07-01 00:00:00	0
CR-1002D	2006-08-01 00:00:00	0
CR-1002D	2006-09-01 00:00:00	0
CR-1002D	2006-10-01 00:00:00	0
CR-1002D	2006-11-01 00:00:00	0
CR-1002D	2006-12-01 00:00:00	0
CR-1002D	2007-01-01 00:00:00	0
CR-1002D	2007-02-01 00:00:00	0
CR-1002D	2007-03-01 00:00:00	0
CR-1002D	2007-04-01 00:00:00	0
CR-1002D	2007-05-01 00:00:00	0
CR-1002D	2007-06-01 00:00:00	0
CR-1002D	2007-07-01 00:00:00	0
CR-1002D	2007-08-01 00:00:00	0
CR-1002D	2007-09-01 00:00:00	0
CR-1002D	2007-10-01 00:00:00	0
CR-1002D	2007-11-01 00:00:00	0
CR-1002D	2007-12-01 00:00:00	0
CR-1002D	2008-01-01 00:00:00	0
CR-1002D	2008-02-01 00:00:00	0
CR-1002D	2008-03-01 00:00:00	0
CR-1002D	2008-04-01 00:00:00	0
CR-1002D	2008-05-01 00:00:00	0
CR-1002D	2008-06-01 00:00:00	0
CR-1002D	2008-07-01 00:00:00	0
CR-1002D	2008-08-01 00:00:00	0
CR-1002D	2008-09-01 00:00:00	0
CR-1002D	2008-10-01 00:00:00	0
CR-1002D	2008-11-01 00:00:00	0
CR-1002D	2008-12-01 00:00:00	0
CR-1002D	2009-01-01 00:00:00	0
CR-1002D	2009-02-01 00:00:00	0
CR-1002D	2009-03-01 00:00:00	0
CR-1002D	2009-04-01 00:00:00	0
CR-1002D	2009-05-01 00:00:00	0
CR-1002D	2009-06-01 00:00:00	0
CR-1002D	2009-07-01 00:00:00	0
CR-1002D	2009-08-01 00:00:00	0
CR-1002D	2009-09-01 00:00:00	0
CR-1002D	2009-10-01 00:00:00	51957212
CR-1002D	2009-11-01 00:00:00	58645984
CR-1002D	2009-12-01 00:00:00	55830744
CR-1002D	2010-01-01 00:00:00	19862754
CR-1002D	2010-02-01 00:00:00	83935872
CR-1002D	2010-03-01 00:00:00	89246560
CR-1002D	2010-04-01 00:00:00	91201024
CR-1002D	2010-05-01 00:00:00	82663368
CR-1002D	2010-06-01 00:00:00	85174760
CR-1002D	2010-07-01 00:00:00	90684200
CR-1002D	2010-08-01 00:00:00	99502024
CR-1002D	2010-09-01 00:00:00	98898768
CR-1002D	2010-10-01 00:00:00	74402824
CR-1002D	2010-11-01 00:00:00	78277544
CR-1002D	2010-12-01 00:00:00	64368608
CR-1002D	2011-01-01 00:00:00	54920536
CR-1002D	2011-02-01 00:00:00	47058616
CR-1002D	2011-03-01 00:00:00	53007884
CR-1002D	2011-04-01 00:00:00	57191928
CR-1002D	2011-05-01 00:00:00	57691468
CR-1002D	2011-06-01 00:00:00	51107436
CR-1002D	2011-07-01 00:00:00	57208156
CR-1002D	2011-08-01 00:00:00	46271460
CR-1002D	2011-09-01 00:00:00	36515912
CR-1002D	2011-10-01 00:00:00	7003618.5
CR-1002D	2011-11-01 00:00:00	2500038.75
CR-1002D	2011-12-01 00:00:00	2956566.25
CR-1002D	2012-01-01 00:00:00	1570934.75
CR-1002D	2012-02-01 00:00:00	66829468
CR-1002D	2012-03-01 00:00:00	66188340
CR-1002D	2012-04-01 00:00:00	82849368
CR-1002D	2012-05-01 00:00:00	25771614
CR-1002D	2012-06-01 00:00:00	10705814
CR-1002D	2012-07-01 00:00:00	14047786
CR-1002D	2012-08-01 00:00:00	9138294
CR-1002D	2012-09-01 00:00:00	27263144
CR-1002D	2012-10-01 00:00:00	30931234
CR-1002D	2012-11-01 00:00:00	27411830
CR-1002D	2012-12-01 00:00:00	24659138
CR-1002D	2013-01-01 00:00:00	28482872
CR-1002D	2013-02-01 00:00:00	17251076
CR-1002D	2013-03-01 00:00:00	89564552
CR-1002D	2013-04-01 00:00:00	62860036
CR-1002D	2013-05-01 00:00:00	78797104
CR-1002D	2013-06-01 00:00:00	77297288
CR-1002D	2013-07-01 00:00:00	81470944
CR-1002D	2013-08-01 00:00:00	73364896
CR-1002D	2013-09-01 00:00:00	64757548
CR-1002D	2013-10-01 00:00:00	66652404
CR-1002D	2013-11-01 00:00:00	64757584
CR-1002D	2013-12-01 00:00:00	74186728
CR-1002D	2014-01-01 00:00:00	39632316
CR-1002D	2014-02-01 00:00:00	20170302
CR-1002D	2014-03-01 00:00:00	50798980
CR-1002D	2014-04-01 00:00:00	81616176
CR-1002D	2014-05-01 00:00:00	97742808
CR-1002D	2014-06-01 00:00:00	97783600
CR-1002D	2014-07-01 00:00:00	102950024
CR-1002D	2014-08-01 00:00:00	96248144
CR-1002D	2014-09-01 00:00:00	85043928
CR-1002D	2014-10-01 00:00:00	87685424
CR-1002D	2014-11-01 00:00:00	84982648
CR-1002D	2014-12-01 00:00:00	93829168
CR-1002D	2015-01-01 00:00:00	25937898
CR-1002D	2015-02-01 00:00:00	58899068
CR-1002D	2015-03-01 00:00:00	59601836
CR-1002D	2015-04-01 00:00:00	93228600
CR-1002D	2015-05-01 00:00:00	78851032
CR-1002D	2015-06-01 00:00:00	72355336
CR-1002D	2015-07-01 00:00:00	79451128
CR-1002D	2015-08-01 00:00:00	72158840
CR-1002D	2015-09-01 00:00:00	89557104
CR-1002D	2015-10-01 00:00:00	84171344
CR-1002D	2015-11-01 00:00:00	91270048
CR-1002D	2015-12-01 00:00:00	89184984
CR-1002D	2016-01-01 00:00:00	86382528
CR-1002D	2016-02-01 00:00:00	50785728
CR-1002D	2016-03-01 00:00:00	78755712
CR-1002D	2016-04-01 00:00:00	94522008
CR-1002D	2016-05-01 00:00:00	90118304
CR-1002D	2016-06-01 00:00:00	90266352
CR-1002D	2016-07-01 00:00:00	79274328
CR-1002D	2016-08-01 00:00:00	66312848
CR-1002D	2016-09-01 00:00:00	87955432
CR-1002D	2016-10-01 00:00:00	130846008
